date,year,title,artist,peak_pos,last_week,weeks,rank,change,spotifyLink,spotifyID,videoLink,genre,analysis_url,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
2019-04-20,,Victory Lap,Nipsey Hussle Featuring Stacy Barthe,NA,,NA,100,,spotify:track:3R9j8urSPiBbapNbyuSYkE,3R9j8urSPiBbapNbyuSYkE,,"[u'conscious hip hop', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/3R9j8urSPiBbapNbyuSYkE,0.716,0.109,180.165,0.384,0.0491,0,4,0.6,3,175040,-5.554,0.246,0
2019-04-27,,MIA,Bad Bunny Featuring Drake,7,43,46,45,,spotify:track:116H0KvKr2Zl4RPuVBruDO,116H0KvKr2Zl4RPuVBruDO,,"[u'latin', u'reggaeton', u'trap latino']",https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,0.539,0.099,97.062,0.0621,0.0141,0.000496,4,0.817,6,210368,-6.349,0.158,0
2019-04-27,,Tequila,Dan + Shay,51,63,3,49,,spotify:track:42fw0rxRO2xbesF6mJfd4Y,42fw0rxRO2xbesF6mJfd4Y,,"[u'contemporary country', u'pop']",https://api.spotify.com/v1/audio-analysis/42fw0rxRO2xbesF6mJfd4Y,0.581,0.132,86.016,0.0281,0.0312,0,4,0.489,11,196747,-5.731,0.494,1
2019-04-27,,Money,Cardi B,52,54,10,50,,spotify:track:2GGMabyHXnJmjY6CXhhB2e,2GGMabyHXnJmjY6CXhhB2e,,"[u'pop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/2GGMabyHXnJmjY6CXhhB2e,0.59,0.11,130.003,0.29,0.00534,0,4,0.95,8,183527,-6.508,0.219,0
2019-04-27,,Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",70,79,9,66,,spotify:track:7nioCrPVTkYopUB1rTvtK1,7nioCrPVTkYopUB1rTvtK1,,"[u'alternative metal', u'groove metal', u'nu metal', u'post-grunge']",https://api.spotify.com/v1/audio-analysis/7nioCrPVTkYopUB1rTvtK1,0.882,0.0836,156.277,0.0362,0.00254,2.17e-05,4,0.452,7,274615,-4.406,0.398,1
2019-04-27,,Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,43,71,3,82,,spotify:track:4iVD0fTHGxV9JWloujsL3s,4iVD0fTHGxV9JWloujsL3s,,"[u'conscious hip hop', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/4iVD0fTHGxV9JWloujsL3s,0.436,0.162,107.978,0.188,0.0544,0.000242,4,0.604,2,361280,-8.32,0.239,1
2019-04-27,,Undrunk,FLETCHER,87,91,8,83,,spotify:track:1Pj5oOFzLYELyyeh1IYRK0,1Pj5oOFzLYELyyeh1IYRK0,,"[u'dance pop', u'electropop', u'indie poptimism', u'pop', u'pop rap', u'post-teen pop', u'uk pop']",https://api.spotify.com/v1/audio-analysis/1Pj5oOFzLYELyyeh1IYRK0,0.579,0.126,91.863,0.0833,0.489,0,4,0.613,5,183428,-6.484,0.551,1
2019-04-27,,Last Time That I Checc'd,Nipsey Hussle Featuring YG,91,-,8,92,,spotify:track:39xWBHPM4E9MwzEy5gbM7p,39xWBHPM4E9MwzEy5gbM7p,,"[u'conscious hip hop', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/39xWBHPM4E9MwzEy5gbM7p,0.746,0.371,96.024,0.253,0.0289,0,4,0.711,1,225573,-4.224,0.279,1
2019-04-27,,Make It Right,BTS,NA,,NA,95,,spotify:track:314ZkcV7oLWG8yWE7LABvH,314ZkcV7oLWG8yWE7LABvH,,"[u'k-pop', u'k-pop boy group']",https://api.spotify.com/v1/audio-analysis/314ZkcV7oLWG8yWE7LABvH,0.685,0.189,97.551,0.425,0.0304,0,4,0.584,7,226321,-7.811,0.345,1
2019-04-27,,There Was This Girl,Riley Green,NA,,NA,98,,spotify:track:7grWGhX8SHNmyGOkMNVMCt,7grWGhX8SHNmyGOkMNVMCt,,"[u'contemporary country', u'country road']",https://api.spotify.com/v1/audio-analysis/7grWGhX8SHNmyGOkMNVMCt,0.877,0.114,127.981,0.0347,0.00258,2.56e-06,4,0.616,1,194427,-4.223,0.94,1
2019-05-04,,Better Now,Post Malone,43,46,4,42,,spotify:track:7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,,"[u'dfw rap', u'melodic rap', u'rap']",https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,0.578,0.135,145.038,0.04,0.331,0,4,0.68,10,231267,-5.804,0.341,1
2019-05-04,,Bad Liar,Imagine Dragons,68,68,2,85,,spotify:track:2RSHsoi04658QL5xgQVov3,2RSHsoi04658QL5xgQVov3,,[u'modern rock'],https://api.spotify.com/v1/audio-analysis/2RSHsoi04658QL5xgQVov3,0.637,0.368,177.913,0.0703,0.0722,0,4,0.383,3,260773,-6.993,0.0827,1
2019-05-04,,Slide,French Montana Featuring Blueface & Lil Tjay,42,97,20,90,,spotify:track:40Zb4FZ6nS1Hj8RVfaLkCV,40Zb4FZ6nS1Hj8RVfaLkCV,,"[u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/40Zb4FZ6nS1Hj8RVfaLkCV,0.704,0.184,96.004,0.26,0.093,0,4,0.532,5,186344,-3.895,0.591,0
2019-05-04,,Saturday Nights,Khalid & Kane Brown,43,88,4,91,,spotify:track:5kfNriitmkNE8mUbZ7gbq8,5kfNriitmkNE8mUbZ7gbq8,,"[u'alternative r&b', u'pop']",https://api.spotify.com/v1/audio-analysis/5kfNriitmkNE8mUbZ7gbq8,0.44,0.11,167.923,0.0985,0.606,3.02e-05,4,0.551,10,210667,-8.559,0.341,1
2019-05-04,,Pure Cocaine,Lil Baby,79,99,9,92,,spotify:track:577YBGuskWkVDCxZrLRB4v,577YBGuskWkVDCxZrLRB4v,,"[u'atl hip hop', u'atl trap', u'pop rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/577YBGuskWkVDCxZrLRB4v,0.487,0.115,127.05,0.421,0.00127,6.57e-06,4,0.964,10,154024,-6.071,0.107,0
2019-05-04,,This Is It,Scotty McCreery,67,87,9,94,,spotify:track:34DFpyq5NJJ79GnGbbJH3p,34DFpyq5NJJ79GnGbbJH3p,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",https://api.spotify.com/v1/audio-analysis/34DFpyq5NJJ79GnGbbJH3p,0.511,0.099,156.042,0.0291,0.254,0,4,0.557,8,230973,-6.788,0.602,1
2019-05-04,,My Strange Addiction,Billie Eilish,NA,,NA,95,,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,3Tc57t9l2O8FwQZtQOvPXK,,"[u'electropop', u'pop']",https://api.spotify.com/v1/audio-analysis/3Tc57t9l2O8FwQZtQOvPXK,0.305,0.105,100.029,0.354,0.35,0.000169,4,0.939,8,179889,-10.952,0.563,0
2019-05-04,,Let Me Down Slowly,Alec Benjamin Featuring Alessia Cara,NA,,NA,97,,spotify:track:2qxmye6gAegTMjLKEBoR3d,2qxmye6gAegTMjLKEBoR3d,,[u'pop'],https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,0.557,0.124,150.073,0.0318,0.74,0,4,0.652,1,169354,-5.714,0.483,0
2019-05-04,,Xanny,Billie Eilish,NA,,NA,98,,spotify:track:4QIo4oxwzzafcBWkKjDpXY,4QIo4oxwzzafcBWkKjDpXY,,"[u'electropop', u'pop']",https://api.spotify.com/v1/audio-analysis/4QIo4oxwzzafcBWkKjDpXY,0.125,0.265,111.554,0.239,0.751,0.00207,4,0.521,9,243725,-17.832,0.0528,1
2019-05-04,,One That Got Away,Michael Ray,NA,,NA,99,,spotify:track:2TLDilmv1UmRTfyb7f2Hrx,2TLDilmv1UmRTfyb7f2Hrx,,"[u'contemporary country', u'country pop', u'country road', u'modern country rock']",https://api.spotify.com/v1/audio-analysis/2TLDilmv1UmRTfyb7f2Hrx,0.825,0.0779,160.003,0.0417,0.00303,0,4,0.565,10,218733,-4.245,0.609,1
2019-05-11,,Youngblood,5 Seconds Of Summer,7,50,48,50,,spotify:track:2iUXsYOEPhVqEBwsqP70rE,2iUXsYOEPhVqEBwsqP70rE,,"[u'boy band', u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,0.854,0.124,120.274,0.463,0.0169,0,4,0.596,7,203418,-5.114,0.152,0
2019-05-11,,Floating,ScHoolboy Q Featuring 21 Savage,27,66,11,67,,spotify:track:4NN6N5TxBO5k9uqu0W4gfQ,4NN6N5TxBO5k9uqu0W4gfQ,,"[u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap', u'underground hip hop']",https://api.spotify.com/v1/audio-analysis/4NN6N5TxBO5k9uqu0W4gfQ,0.545,0.091,139.932,0.344,0.181,0,4,0.906,11,186827,-4.977,0.543,0
2019-05-11,,CHopstix,ScHoolboy Q + Travis Scott,84,84,11,85,,spotify:track:7h7M5hx9pBVdG40IVbaXNk,7h7M5hx9pBVdG40IVbaXNk,,unknown,https://api.spotify.com/v1/audio-analysis/7h7M5hx9pBVdG40IVbaXNk,0.326,0.12,128.993,0.0784,0.0593,0.643,4,0.906,0,179524,-14.172,0.393,1
2019-05-11,,Light It Up,"Marshmello, Tyga & Chris Brown",54,-,4,90,,spotify:track:4Q8aDd3H6LF8t4eY7So9O8,4Q8aDd3H6LF8t4eY7So9O8,,unknown,https://api.spotify.com/v1/audio-analysis/4Q8aDd3H6LF8t4eY7So9O8,0.625,0.118,100.019,0.071,0.0407,1.53e-06,4,0.81,11,137448,-3.593,0.598,0
2019-05-11,,Numb Numb Juice,ScHoolboy Q,NA,,NA,95,,spotify:track:6tByydPskASjm9jTPkNQq0,6tByydPskASjm9jTPkNQq0,,"[u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap', u'underground hip hop']",https://api.spotify.com/v1/audio-analysis/6tByydPskASjm9jTPkNQq0,0.492,0.081,156.958,0.367,0.00172,7.79e-05,4,0.885,1,107147,-6.015,0.203,1
2019-05-11,,Love Me Anyway,P!nk Featuring Chris Stapleton,NA,,NA,96,,spotify:track:0pwdJLLVxlJa1lnR9UeMZY,0pwdJLLVxlJa1lnR9UeMZY,,"[u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/0pwdJLLVxlJa1lnR9UeMZY,0.321,0.135,139.001,0.0272,0.769,0,4,0.368,3,188120,-5.904,0.0673,1
2019-05-11,,Stop Snitching,YG,NA,,NA,98,,,,,"[u'cali rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2019-05-11,,Kill This Love,BLACKPINK,NA,,NA,100,,spotify:track:18PergoIrGmRyeYxnaXJN2,18PergoIrGmRyeYxnaXJN2,,"[u'k-pop', u'k-pop girl group']",https://api.spotify.com/v1/audio-analysis/18PergoIrGmRyeYxnaXJN2,0.861,0.325,131.974,0.237,0.32,0.00175,4,0.738,2,189052,-4.141,0.58,1
2019-05-18,,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,29,43,43,43,,spotify:track:5JEx7HbmvHQQswJCsoo9rA,5JEx7HbmvHQQswJCsoo9rA,,"[u'dance pop', u'edm', u'metropopolis', u'pop', u'post-teen pop', u'tropical house', u'uk pop']",https://api.spotify.com/v1/audio-analysis/5JEx7HbmvHQQswJCsoo9rA,0.758,0.395,144.111,0.0621,0.0969,0,4,0.574,1,182623,-5.029,0.492,0
2019-05-18,,You Say,Lauren Daigle,28,42,4,45,,spotify:track:6Up545NUflOiXo8cEraH49,6Up545NUflOiXo8cEraH49,,"[u'ccm', u'christian music', u'worship']",https://api.spotify.com/v1/audio-analysis/6Up545NUflOiXo8cEraH49,0.632,0.0869,147.892,0.0344,0.682,0,4,0.486,5,274693,-6.89,0.0791,1
2019-05-18,,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,42,54,18,63,,spotify:track:1wJRveJZLSb1rjhnUHQiv6,1wJRveJZLSb1rjhnUHQiv6,,"[u'melodic rap', u'pop rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/1wJRveJZLSb1rjhnUHQiv6,0.662,0.111,93.023,0.303,0.0153,0,4,0.581,9,189487,-5.239,0.434,1
2019-05-18,,Power Is Power,"SZA, The Weeknd & Travis Scott",68,89,11,90,,spotify:track:4cbdPT6uaBOgOQe3fLMofl,4cbdPT6uaBOgOQe3fLMofl,,unknown,https://api.spotify.com/v1/audio-analysis/4cbdPT6uaBOgOQe3fLMofl,0.644,0.217,179.913,0.0641,0.00413,0,4,0.507,4,211267,-7.485,0.172,1
2019-05-18,,Middle Child,PnB Rock & XXXTENTACION,87,93,11,91,,spotify:track:4AEzAEnbm9uRgbmTdeI63K,4AEzAEnbm9uRgbmTdeI63K,,"[u'melodic rap', u'pop rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/4AEzAEnbm9uRgbmTdeI63K,0.567,0.109,151.895,0.48,0.137,0,4,0.75,0,151574,-6.4,0.398,1
2019-05-18,,I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,NA,,NA,95,,spotify:track:2v5JTeM6hSmi5wWy7jiwrI,2v5JTeM6hSmi5wWy7jiwrI,,"[u'emo rap', u'lgbtq+ hip hop']",https://api.spotify.com/v1/audio-analysis/2v5JTeM6hSmi5wWy7jiwrI,0.845,0.174,129.939,0.0381,0.15,0,4,0.741,5,233613,-3.568,0.926,0
2019-05-18,,Secreto,Anuel AA & Karol G,NA,,NA,97,,spotify:track:5W83ErFkO3aKAIS1WMi6u0,5W83ErFkO3aKAIS1WMi6u0,,"[u'latin', u'reggaeton flow', u'trap latino']",https://api.spotify.com/v1/audio-analysis/5W83ErFkO3aKAIS1WMi6u0,0.803,0.136,91.987,0.126,0.602,0.00853,4,0.807,11,258800,-4.156,0.706,1
2019-05-18,,Faucet Failure,Ski Mask The Slump God,NA,,NA,100,,spotify:track:1ThmUihH9dF8EV08ku5AXN,1ThmUihH9dF8EV08ku5AXN,,"[u'miami hip hop', u'rap', u'trap', u'underground hip hop']",https://api.spotify.com/v1/audio-analysis/1ThmUihH9dF8EV08ku5AXN,0.552,0.0952,99.993,0.335,0.111,0,4,0.935,10,145627,-9.373,0.615,0
2019-05-25,,Be Alright,Dean Lewis,38,38,13,44,,spotify:track:3EPXxR3ImUwfayaurPi3cm,3EPXxR3ImUwfayaurPi3cm,,"[u'australian pop', u'pop']",https://api.spotify.com/v1/audio-analysis/3EPXxR3ImUwfayaurPi3cm,0.586,0.0813,126.684,0.0362,0.697,0,4,0.553,11,196373,-6.319,0.443,1
2019-05-25,,Drip Too Hard,Lil Baby & Gunna,14,46,16,46,,spotify:track:78QR3Wp35dqAhFEc2qAGjE,78QR3Wp35dqAhFEc2qAGjE,,"[u'atl hip hop', u'atl trap', u'pop rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,0.662,0.534,112.511,0.292,0.0852,0,4,0.897,1,145543,-6.903,0.389,0
2019-05-25,,"Thank U, Next",Ariana Grande,50,60,5,49,,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,3e9HZxeyfWwjeyPAMmWSSQ,,"[u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,0.653,0.101,106.966,0.0658,0.229,0,4,0.717,1,207320,-5.634,0.412,1
2019-05-25,,Baby Shark,Pinkfong,28,47,5,57,,spotify:track:5ygDXis42ncn6kYG14lEVG,5ygDXis42ncn6kYG14lEVG,,"[u'cartoon', u""children's music""]",https://api.spotify.com/v1/audio-analysis/5ygDXis42ncn6kYG14lEVG,0.84,0.341,115.062,0.227,0.245,0,4,0.825,7,96333,-3.651,0.52,1
2019-05-25,,Make It Sweet,Old Dominion,83,84,3,80,,spotify:track:23vpjrt7G0ERE2L95dyxdI,23vpjrt7G0ERE2L95dyxdI,,"[u'contemporary country', u'country road']",https://api.spotify.com/v1/audio-analysis/23vpjrt7G0ERE2L95dyxdI,0.837,0.0665,180.166,0.0472,0.0373,0,4,0.424,7,187000,-4.453,0.555,1
2019-05-25,,Shot Clock,Ella Mai,41,86,8,88,,spotify:track:2GlATHCDbLW7xq5BE0Bz5g,2GlATHCDbLW7xq5BE0Bz5g,,"[u'pop', u'pop rap', u'post-teen pop', u'r&b', u'rap', u'uk contemporary r&b', u'urban contemporary']",https://api.spotify.com/v1/audio-analysis/2GlATHCDbLW7xq5BE0Bz5g,0.512,0.148,95.11,0.285,0.654,0,1,0.512,4,201609,-6.008,0.434,0
2019-05-25,,I'm So Tired...,Lauv & Troye Sivan,93,96,2,89,,spotify:track:7COXchtUOMd6uIT6HvmRaI,7COXchtUOMd6uIT6HvmRaI,,[u'pop'],https://api.spotify.com/v1/audio-analysis/7COXchtUOMd6uIT6HvmRaI,0.733,0.242,102.211,0.203,0.176,0,4,0.599,11,162583,-7.058,0.534,1
2019-05-25,,You Should See Me In A Crown,Billie Eilish,76,83,5,92,,spotify:track:3XF5xLJHOQQRbWya6hBp7d,3XF5xLJHOQQRbWya6hBp7d,,"[u'electropop', u'pop']",https://api.spotify.com/v1/audio-analysis/3XF5xLJHOQQRbWya6hBp7d,0.533,0.139,150.455,0.186,0.462,0.219,4,0.678,4,180953,-10.485,0.323,1
2019-05-25,,SOS,Avicii Featuring Aloe Blacc,99,99,2,94,,spotify:track:2x0RZdkZcD8QRI53XT4GI5,2x0RZdkZcD8QRI53XT4GI5,,"[u'big room', u'edm', u'pop']",https://api.spotify.com/v1/audio-analysis/2x0RZdkZcD8QRI53XT4GI5,0.645,0.119,100.001,0.0715,0.272,0,4,0.802,5,157202,-6.181,0.376,0
2019-05-25,,Wish You Were Gay,Billie Eilish,NA,,NA,96,,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,3Fj47GNK2kUF0uaEDgXLaD,,"[u'electropop', u'pop']",https://api.spotify.com/v1/audio-analysis/3Fj47GNK2kUF0uaEDgXLaD,0.351,0.752,118.028,0.241,0.39,9.38e-06,4,0.853,7,221543,-10.198,0.282,1
2019-05-25,,That's A Rack,Lil Uzi Vert,NA,,NA,97,,spotify:track:4pCEIQ6wBVuaJdER5bALtO,4pCEIQ6wBVuaJdER5bALtO,,"[u'melodic rap', u'philly rap', u'pop rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/4pCEIQ6wBVuaJdER5bALtO,0.432,0.146,140.042,0.501,0.0599,0,4,0.852,1,236571,-8.04,0.258,0
2019-05-25,,Rule The World,2 Chainz Featuring Ariana Grande,NA,,NA,98,,spotify:track:1R6VwZ8TuHRzxZUxe88n4I,1R6VwZ8TuHRzxZUxe88n4I,,"[u'atl hip hop', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/1R6VwZ8TuHRzxZUxe88n4I,0.584,0.132,88.073,0.0893,0.158,2.63e-06,4,0.592,8,245893,-6.232,0.447,0
2019-05-25,,Die Young,Roddy Ricch,NA,,NA,99,,spotify:track:3wLtYwtqvKK2ewelSVPeDK,3wLtYwtqvKK2ewelSVPeDK,,"[u'melodic rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/3wLtYwtqvKK2ewelSVPeDK,0.656,0.115,160.414,0.276,0.218,0,4,0.688,4,157657,-5.541,0.365,0
2019-06-01,,Girls Like You,Maroon 5 Featuring Cardi B,31,35,23,35,,spotify:track:6V1bu6o1Yo5ZXnsCJU8Ovk,6V1bu6o1Yo5ZXnsCJU8Ovk,,"[u'pop', u'pop rock']",https://api.spotify.com/v1/audio-analysis/6V1bu6o1Yo5ZXnsCJU8Ovk,0.541,0.13,124.959,0.0505,0.568,0,4,0.851,0,235545,-6.825,0.448,1
2019-06-01,,I Think,"Tyler, The Creator",59,63,16,51,,spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,4f8Mh5wuWHOsfXtzjrJB3t,,"[u'hip hop', u'rap']",https://api.spotify.com/v1/audio-analysis/4f8Mh5wuWHOsfXtzjrJB3t,0.579,0.129,121.075,0.0801,0.00881,0,4,0.826,8,212013,-8.241,0.431,0
2019-06-01,,Celebrate,DJ Khaled Featuring Travis Scott & Post Malone,14,52,18,52,,spotify:track:0b6UoVjUzFyZNpHI0aAhKt,0b6UoVjUzFyZNpHI0aAhKt,,"[u'dance pop', u'hip hop', u'miami hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/0b6UoVjUzFyZNpHI0aAhKt,0.714,0.21,67.4,0.0835,0.269,0,4,0.362,9,206499,-3.07,0.309,0
2019-06-01,,Jealous,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",27,64,7,57,,spotify:track:6Dq8FZrvx9S28iyaKSwn9x,6Dq8FZrvx9S28iyaKSwn9x,,"[u'dance pop', u'hip hop', u'miami hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/6Dq8FZrvx9S28iyaKSwn9x,0.685,0.313,94.9,0.147,0.0133,0,4,0.614,10,255102,-3.684,0.61,1
2019-06-01,,Running Out Of Time,"Tyler, The Creator",17,69,5,65,,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,5QvBXUm5MglLJ3iBfTX2Wo,,"[u'hip hop', u'rap']",https://api.spotify.com/v1/audio-analysis/5QvBXUm5MglLJ3iBfTX2Wo,0.391,0.129,84.281,0.0528,0.296,0.000406,4,0.36,6,177227,-10.6,0.162,1
2019-06-01,,Igor's Theme,"Tyler, The Creator",80,85,2,67,,spotify:track:51RN0kzWd7xeR4th5HsEtW,51RN0kzWd7xeR4th5HsEtW,,"[u'hip hop', u'rap']",https://api.spotify.com/v1/audio-analysis/51RN0kzWd7xeR4th5HsEtW,0.672,0.607,163.1,0.377,0.00559,0.243,4,0.467,10,200693,-7.371,0.0648,0
2019-06-01,,New Magic Wand,"Tyler, The Creator",78,78,5,70,,spotify:track:0fv2KH6hac06J86hBUTcSf,0fv2KH6hac06J86hBUTcSf,,"[u'hip hop', u'rap']",https://api.spotify.com/v1/audio-analysis/0fv2KH6hac06J86hBUTcSf,0.73,0.673,139.566,0.107,0.0967,0.000131,4,0.621,5,195320,-5.414,0.464,0
2019-06-01,,A Boy Is A Gun,"Tyler, The Creator",56,68,14,74,,spotify:track:1nXZnTALNXiPlvXotqHm66,1nXZnTALNXiPlvXotqHm66,,"[u'hip hop', u'rap']",https://api.spotify.com/v1/audio-analysis/1nXZnTALNXiPlvXotqHm66,0.689,0.496,79.568,0.178,0.575,0,4,0.417,2,210253,-8.302,0.505,0
2019-06-01,,What's Good,"Tyler, The Creator",66,79,10,85,,spotify:track:6bOkaEXc5CopinGazSLokx,6bOkaEXc5CopinGazSLokx,,"[u'hip hop', u'rap']",https://api.spotify.com/v1/audio-analysis/6bOkaEXc5CopinGazSLokx,0.909,0.11,118.227,0.487,0.0567,4.26e-06,4,0.458,1,205627,-6.553,0.449,1
2019-06-01,,What If I Never Get Over You,Lady Antebellum,17,78,6,86,,spotify:track:0qkdE1C0ufnUISKwhg8Wh6,0qkdE1C0ufnUISKwhg8Wh6,,"[u'contemporary country', u'country', u'country dawn', u'country pop', u'country road']",https://api.spotify.com/v1/audio-analysis/0qkdE1C0ufnUISKwhg8Wh6,0.724,0.107,93.029,0.0274,0.016,0,4,0.576,0,206598,-5.147,0.34,1
2019-06-01,,Puppet,"Tyler, The Creator",93,-,2,88,,spotify:track:0wEC0GNF74lAqrEFZJMl1m,0wEC0GNF74lAqrEFZJMl1m,,"[u'hip hop', u'rap']",https://api.spotify.com/v1/audio-analysis/0wEC0GNF74lAqrEFZJMl1m,0.557,0.588,77.572,0.0478,0.00235,0.0134,4,0.508,8,179013,-8.967,0.199,0
2019-06-01,,Weather The Storm,DJ Khaled Featuring Meek Mill & Lil Baby,91,-,3,91,,spotify:track:6xVhqLT40s5sVhepe9Mckc,6xVhqLT40s5sVhepe9Mckc,,"[u'dance pop', u'hip hop', u'miami hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/6xVhqLT40s5sVhepe9Mckc,0.802,0.241,76.069,0.283,0.18,0,4,0.515,2,153337,-2.655,0.279,0
2019-06-01,,Here Tonight,Brett Young,NA,,NA,98,,spotify:track:38nVuIj9mi5a8oopOJhSJk,38nVuIj9mi5a8oopOJhSJk,,[u'contemporary country'],https://api.spotify.com/v1/audio-analysis/38nVuIj9mi5a8oopOJhSJk,0.776,0.113,96.002,0.0362,0.0144,0,4,0.517,11,216533,-5.271,0.448,1
2019-06-08,,A Lot,21 Savage,52,60,17,49,,spotify:track:2t8yVaLvJ0RenpXUIAC52d,2t8yVaLvJ0RenpXUIAC52d,,"[u'atl hip hop', u'pop rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,0.636,0.342,145.972,0.086,0.0395,0.00125,4,0.837,1,288624,-7.643,0.274,1
2019-06-08,,Thotiana,Blueface,53,92,4,50,,spotify:track:3oh6SCCeLuXhFpEyepla6G,3oh6SCCeLuXhFpEyepla6G,,"[u'cali rap', u'trap']",https://api.spotify.com/v1/audio-analysis/3oh6SCCeLuXhFpEyepla6G,0.382,0.113,104.025,0.269,0.18,0,4,0.906,10,129264,-12.89,0.391,0
2019-06-08,,Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,26,75,9,77,,spotify:track:6O10oTtZIZ4DkkUqyfCbrR,6O10oTtZIZ4DkkUqyfCbrR,,"[u'dance pop', u'hip hop', u'miami hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/6O10oTtZIZ4DkkUqyfCbrR,0.956,0.226,83.655,0.245,0.0949,0,4,0.351,7,176875,-1.996,0.446,1
2019-06-08,,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,95,100,3,89,,spotify:track:2fVHrSxsQbJUuj9MW9zG1e,2fVHrSxsQbJUuj9MW9zG1e,,"[u'electropop', u'pop', u'tropical house']",https://api.spotify.com/v1/audio-analysis/2fVHrSxsQbJUuj9MW9zG1e,0.846,0.208,139.927,0.0461,0.0101,0,4,0.51,3,226733,-4.595,0.475,1
2019-06-08,,Don't Call Me Up,Mabel,42,-,18,90,,spotify:track:5WHTFyqSii0lmT9R21abT8,5WHTFyqSii0lmT9R21abT8,,"[u'dance pop', u'pop', u'post-teen pop', u'tropical house', u'uk pop']",https://api.spotify.com/v1/audio-analysis/5WHTFyqSii0lmT9R21abT8,0.881,0.0793,98.994,0.147,0.296,3.01e-06,4,0.674,9,178480,-2.853,0.234,1
2019-06-08,,Earth,Lil Dicky,91,-,3,91,,spotify:track:2S1LebN6AXXQqJolBxlWgO,2S1LebN6AXXQqJolBxlWgO,,"[u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/2S1LebN6AXXQqJolBxlWgO,0.664,0.0929,95.941,0.05,0.639,0,4,0.694,2,281500,-4.649,0.676,1
